,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),LargestUseTypeGFA(Percentage),SecondLargestUseTypeGFA(Percentage),ThirdLargestUseTypeGFA(Percentage),ParkingGFA(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses
2467,Leisure,47.61318,-122.32747,0.3010299956639812,4.978262710007445,Leisure,ServiceFacility,None,1.0,6.857461709974926,2.2666784654645684,59.8,0.0,40.2,72.58,27.42,0.0,27.42,0.0,47,2
2469,ServiceFacility,47.61426,-122.32661,0.3010299956639812,4.390952760991794,ServiceFacility,None,None,69.0,5.519907366631306,0.8234742291703011,78.03,0.0,21.97,100.0,0.0,0.0,0.0,0.0,106,1
2471,ServiceFacility,47.60514,-122.32613,0.3010299956639812,4.688873458331901,ServiceFacility,ServiceFacility,ServiceFacility,,6.026729939450034,1.819872821950546,22.56,76.7,0.74,58.8,8.85,7.57,0.0,0.0,116,3
2482,MedicalFacility,47.58767,-122.38672,0.3010299956639812,4.739287467770869,MedicalFacility,None,None,100.0,6.309144854359353,1.1821292140529984,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,55,1
2489,ServiceFacility,47.55317,-122.33289,0.3010299956639812,4.397957380103888,ServiceFacility,Store,ServiceFacility,,6.298657681783586,1.8253611959526332,43.32,0.0,56.68,53.57,30.0,16.43,0.0,0.0,52,3
2490,ServiceFacility,47.55544,-122.33294,0.3010299956639812,4.397957380103888,ServiceFacility,ServiceFacility,None,,5.458083864793264,0.9827233876685453,50.08,0.0,49.92,96.0,4.0,0.0,0.0,0.0,56,2
2491,ServiceFacility,47.55523,-122.33448,0.3010299956639812,4.3545501955078825,ServiceFacility,None,None,,5.888783988212959,1.4402792132355882,40.75,0.0,59.25,101.67,0.0,0.0,0.0,0.0,89,1
2492,ServiceFacility,47.61543,-122.32657,0.3010299956639812,4.44004277670934,ServiceFacility,ServiceFacility,None,94.0,6.013540170403043,1.2650537885040147,78.52,0.0,21.48,81.2,13.59,0.0,0.0,0.0,99,2
2506,ServiceFacility,47.61161,-122.34592,0.3010299956639812,4.675924914230961,ServiceFacility,ServiceFacility,Leisure,,6.16996237455586,1.0534626049254554,100.0,0.0,0.0,54.59,14.76,12.05,0.0,0.0,27,4
2512,ServiceFacility,47.63644,-122.34218,0.3010299956639812,4.360990798578921,Leisure,None,None,,6.355448454958352,1.9839869219651896,23.92,0.0,76.08,100.0,0.0,0.0,0.0,0.0,55,1
2514,Store,47.62048,-122.31386,0.3010299956639812,4.650695979760611,Store,ServiceFacility,None,17.0,7.163930671088444,2.595573373890272,56.7,0.0,43.3,100.0,0.0,0.0,0.0,0.0,18,2
2518,ServiceFacility,47.66816,-122.27706,0.3010299956639812,4.357534654597579,Store,ServiceFacility,Leisure,,6.392796636139108,2.0858611737884503,9.08,0.0,90.92,93.05,56.73,16.33,0.0,0.0,68,5
2519,ServiceFacility,47.68517,-122.38733,0.3010299956639812,4.333709182897272,ServiceFacility,School,None,20.0,5.937922409857169,1.5829719291048059,21.9,0.0,78.1,97.63,1.86,0.0,0.0,0.0,60,2
2521,ServiceFacility,47.62322,-122.29006,0.3010299956639812,4.41084469135838,Leisure,None,None,,6.139290580732953,1.8028421127390744,16.8,0.0,83.2,100.0,0.0,0.0,0.0,0.0,57,1
2522,ServiceFacility,47.62816,-122.28067,0.3010299956639812,4.8529737837818425,Leisure,None,None,,7.357321620941399,2.9359353034389986,33.07,0.0,66.93,100.0,0.0,0.0,0.0,0.0,88,1
2524,Leisure,47.63429,-122.27652,0.3010299956639812,5.185578981918251,Leisure,ServiceFacility,ServiceFacility,51.0,7.314471460026724,2.8996016591461222,31.83,0.0,68.17,96.92,47.17,3.08,0.0,0.0,53,3
2530,ServiceFacility,47.61811,-122.33908,0.3010299956639812,6.081588875431771,ServiceFacility,Leisure,ServiceFacility,87.0,7.442236386220758,2.5958157626175002,84.32,0.0,15.68,26.47,15.0,14.69,16.73,0.47712125471966244,7,4
2535,ServiceFacility,47.53857,-122.28026,0.3010299956639812,4.3838333116626265,ServiceFacility,ServiceFacility,None,73.0,5.917237439045052,1.3688445068258213,56.42,0.0,43.58,100.0,0.0,0.0,0.0,0.0,48,2
2540,Leisure,47.63651,-122.34418,0.3010299956639812,4.371326513861746,Leisure,ServiceFacility,Leisure,,6.240691306732393,1.7057782128285977,53.11,0.0,46.89,64.65,11.06,7.66,9.4,0.0,35,5
2547,ServiceFacility,47.56785,-122.37039,0.3010299956639812,4.823545953567112,ServiceFacility,None,None,,5.806436403442889,1.2968844755385471,51.44,0.0,48.56,100.17,0.0,0.0,0.0,0.0,22,1
2548,ServiceFacility,47.56774,-122.33289,0.3010299956639812,4.556314564335347,ServiceFacility,ServiceFacility,None,,6.5618231858341405,1.77662855342015,80.16,0.0,19.84,94.44,3.89,0.0,0.0,0.0,66,2
2559,School,47.71387,-122.3535,0.3010299956639812,4.365918322176343,School,None,None,62.0,6.086311459323094,1.7486530934242674,17.28,0.0,82.72,64.62,0.0,0.0,0.0,0.0,78,1
2562,ServiceFacility,47.61426,-122.3253,0.3010299956639812,4.388758187849104,ServiceFacility,ServiceFacility,Store,,6.425217064858086,1.9670328821587024,40.46,0.0,59.54,30.65,23.99,21.96,0.0,0.0,92,6
2564,Store,47.61386,-122.32481,0.3010299956639812,4.393592750166901,Store,ServiceFacility,MedicalFacility,,5.893398207229376,1.4634450317704277,37.34,0.0,62.66,77.74,8.28,5.05,0.0,0.0,106,3
2567,School,47.61339,-122.32594,0.3010299956639812,4.77815848856469,School,None,None,52.0,6.5593569486450845,2.088596728262746,42.4,0.0,57.6,81.31,0.0,0.0,0.0,0.0,112,1
2568,ServiceFacility,47.61449,-122.32592,0.3010299956639812,4.668022299172291,Leisure,None,None,,5.839200593232297,1.2626883443016965,60.78,0.0,39.22,100.0,0.0,0.0,0.0,0.0,62,1
2575,ServiceFacility,47.63303,-122.34268,0.3010299956639812,4.483002138604418,ServiceFacility,ServiceFacility,None,61.0,6.158529919548039,1.04296907339318,100.0,0.0,0.0,82.22,17.78,0.0,0.0,0.0,36,2
2579,ServiceFacility,47.63439,-122.34078,0.3010299956639812,4.478710755512759,ServiceFacility,ServiceFacility,None,89.0,6.16607375442992,1.5444401373176924,64.79,0.0,35.21,94.32,23.91,0.0,0.0,0.0,96,2
2583,ServiceFacility,47.63985,-122.36712,0.3010299956639812,4.406233511374323,ServiceFacility,None,None,92.0,5.962417314982225,1.5975855017522047,23.91,0.0,76.09,100.0,0.0,0.0,0.0,0.0,56,1
2584,Leisure,47.53515,-122.26556,0.3010299956639812,5.15013601467863,Leisure,None,None,76.0,7.2883240242303176,2.8566866065251744,35.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,49,1
2593,ServiceFacility,47.62298,-122.33082,0.3010299956639812,4.44387291877104,ServiceFacility,Leisure,None,73.0,6.326296373161262,1.568084331315394,78.31,0.0,21.69,117.35,17.54,0.0,0.0,0.0,104,2
2603,Leisure,47.729,-122.34473,0.3010299956639812,4.620188125530969,Leisure,None,None,73.0,6.2886739756180114,1.7746629225378223,49.86,0.0,50.14,100.0,0.0,0.0,20.58,0.0,26,1
2606,ServiceFacility,47.56683,-122.33358,0.3010299956639812,4.348791467560584,ServiceFacility,None,None,53.0,5.77000993425892,1.3679147387937527,32.93,0.0,67.07,94.07,0.0,0.0,0.0,0.0,75,1
2607,ServiceFacility,47.5661,-122.33358,0.3010299956639812,4.496389902467685,Leisure,None,None,,6.236816603855515,1.609060549930087,65.29,0.0,34.71,102.04,0.0,0.0,0.0,0.0,70,1
2608,ServiceFacility,47.56555,-122.33362,0.3010299956639812,4.484257119755765,Store,ServiceFacility,ServiceFacility,,6.299324052276357,1.6721902511882525,65.05,0.0,34.95,47.04,33.68,26.27,0.0,0.0,69,3
2614,ServiceFacility,47.61545,-122.3238,0.3010299956639812,4.44092481708748,ServiceFacility,Store,None,84.0,6.030256511960292,1.132579847659737,89.7,0.0,10.3,47.74,33.24,0.0,0.0,0.0,94,2
2623,Leisure,47.66312,-122.35311,0.3010299956639812,4.747994102251067,Leisure,None,None,98.0,6.787826884286863,2.3100770053242607,43.32,0.0,56.68,100.05,0.0,0.0,0.0,0.0,55,1
2628,Leisure,47.70883,-122.28887,0.3010299956639812,4.353800865138863,Leisure,None,None,95.0,6.296963610331364,1.8568496787251723,37.54,0.0,62.46,100.0,0.0,0.0,0.0,0.0,62,1
2631,ServiceFacility,47.66117,-122.3391,0.3010299956639812,4.500881123850456,ServiceFacility,ServiceFacility,Leisure,35.0,6.362792345634185,1.2322335211147337,100.0,0.0,0.0,81.82,21.3,11.81,23.22,0.0,19,4
2632,ServiceFacility,47.6483,-122.33438,0.3010299956639812,4.426429925193927,ServiceFacility,ServiceFacility,None,92.0,5.857436043716445,0.7795964912578245,100.0,0.0,0.0,93.33,17.68,0.0,22.6,0.0,35,2
2636,ServiceFacility,47.70833,-122.34429,0.3010299956639812,4.468362102082093,ServiceFacility,None,None,69.0,5.357001444891287,0.4132997640812518,100.0,0.0,0.0,85.03,0.0,0.0,0.0,0.0,44,1
2637,Leisure,47.54774,-122.32091,0.3010299956639812,4.351274376359436,Leisure,None,None,85.0,6.094873092964965,1.6322547766847135,42.15,0.0,57.85,100.0,0.0,0.0,0.0,0.0,24,1
2642,ServiceFacility,47.66148,-122.31279,0.3010299956639812,4.411080711811635,ServiceFacility,None,None,22.0,6.199029032796177,1.0799044676667207,100.0,0.0,0.0,67.66,0.0,0.0,0.0,0.0,104,1
2643,Store,47.66188,-122.31279,0.3010299956639812,4.530340596857957,Store,ServiceFacility,None,75.0,6.260747418381151,1.5933968423002067,69.68,0.0,30.32,43.01,42.65,0.0,0.0,0.0,63,2
2644,ServiceFacility,47.6645,-122.31224,0.3010299956639812,4.894327141483993,ServiceFacility,ServiceFacility,School,,6.391360233910573,1.9465013905695876,38.17,0.0,61.83,79.59,12.68,6.33,0.0,0.0,89,4
2654,ServiceFacility,47.64748,-122.33435,0.3010299956639812,4.896068534251123,ServiceFacility,ServiceFacility,Store,38.0,6.6131863723375135,1.6913467641348219,89.69,0.0,10.31,52.44,37.35,7.98,0.0,0.0,37,4
2655,School,47.66389,-122.33692,0.3010299956639812,4.5224572751868335,School,None,None,92.0,6.2026884237650615,1.8463371121298053,21.06,0.0,78.94,92.31,0.0,0.0,0.0,0.0,106,1
2656,Store,47.66185,-122.33594,0.3010299956639812,4.4595281835834575,Store,None,None,29.0,6.965322938368579,2.357420246145415,61.88,0.0,38.12,108.21,0.0,0.0,0.0,0.0,59,1
2667,ServiceFacility,47.66345,-122.3134,0.3010299956639812,4.446645882412897,ServiceFacility,ServiceFacility,None,58.0,6.041590342864605,0.9380190974762103,100.0,0.0,0.0,74.96,25.04,0.0,25.04,0.0,59,2
2668,Store,47.66429,-122.31389,0.3010299956639812,4.418748616249574,Store,ServiceFacility,None,37.0,6.880130842116783,2.196397284437343,70.5,0.0,29.5,98.48,0.0,0.0,0.0,0.0,66,2
2671,ServiceFacility,47.6616,-122.31393,0.3010299956639812,4.5434347537384925,ServiceFacility,ServiceFacility,None,17.0,6.064386146859434,0.9585638832219674,100.0,0.0,0.0,54.89,54.89,0.0,45.08,0.0,40,2
2680,ServiceFacility,47.6342,-122.32661,0.3010299956639812,4.5756496147552195,ServiceFacility,MedicalFacility,None,,6.792239344498627,1.645520514905874,100.0,0.0,0.0,54.29,20.08,0.0,26.57,0.0,18,2
2683,ServiceFacility,47.60135,-122.33327,0.3010299956639812,4.330839741208471,Leisure,Leisure,Store,,5.908826891188587,1.0301947853567512,89.12,0.0,10.88,48.65,23.34,9.34,0.0,0.0,116,5
2684,ServiceFacility,47.6011,-122.33197,0.3010299956639812,4.31975129337632,ServiceFacility,None,None,94.0,5.834595530834392,0.7604224834232121,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,116,1
2686,ServiceFacility,47.59938,-122.33197,0.3010299956639812,4.414990051283522,ServiceFacility,Leisure,None,,6.026548329745552,1.2926990030439298,77.14,0.0,22.86,50.0,50.0,0.0,0.0,0.0,50,2
2687,ServiceFacility,47.59954,-122.33201,0.3010299956639812,4.58744155155996,ServiceFacility,Leisure,None,,6.287528026984459,1.6523430550627147,66.03,0.0,33.97,31.29,11.07,0.0,0.0,0.0,116,2
2688,ServiceFacility,47.59986,-122.33195,0.3010299956639812,4.698552881382324,ServiceFacility,ServiceFacility,None,,6.710493675239748,2.270282783965213,40.76,7.44,51.8,64.14,48.12,0.0,0.0,0.0,87,2
2691,MedicalFacility,47.5195,-122.26935,0.3010299956639812,4.412981052757543,MedicalFacility,None,None,8.0,6.288188784660038,1.318272080211627,93.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,6,1
2695,ServiceFacility,47.66517,-122.31037,0.3010299956639812,4.612932127083471,ServiceFacility,ServiceFacility,None,,6.03375417611516,1.5846703844643488,40.05,0.0,59.95,78.26,5.63,0.0,0.0,0.0,89,2
2697,ServiceFacility,47.66453,-122.30999,0.3010299956639812,4.323788189900751,Leisure,ServiceFacility,None,,6.198942239584938,1.7394141026986953,41.24,0.0,58.76,85.77,14.23,0.0,0.0,0.0,12,2
2699,ServiceFacility,47.67842,-122.31949,0.3010299956639812,4.66732217787452,ServiceFacility,None,None,83.0,6.188927570195449,1.6815125866389622,49.14,0.0,50.86,137.51,0.0,0.0,0.0,0.0,66,1
2704,ServiceFacility,47.67819,-122.3231,0.3010299956639812,4.755089368015571,ServiceFacility,ServiceFacility,None,96.0,6.146763346866987,1.469232742506612,71.12,0.0,28.88,71.65,28.35,0.0,0.0,0.0,51,2
2706,ServiceFacility,47.67783,-122.32577,0.3010299956639812,4.439348486069748,ServiceFacility,None,None,60.0,5.761269229109192,1.1983821300082942,59.55,0.0,40.45,100.0,0.0,0.0,0.0,0.0,38,1
2707,ServiceFacility,47.59856,-122.33248,0.3010299956639812,4.5638487747539225,ServiceFacility,ServiceFacility,None,90.0,5.73395466289176,0.6794278966121188,100.0,0.0,0.0,60.06,30.03,0.0,0.0,0.0,86,2
2708,ServiceFacility,47.59954,-122.33115,0.3010299956639812,4.428636859268609,ServiceFacility,ServiceFacility,None,,6.322092658750648,1.7919010800095714,52.2,0.0,47.8,62.76,37.27,0.0,0.0,0.0,116,2
2709,ServiceFacility,47.59971,-122.33065,0.3010299956639812,4.622431633930392,ServiceFacility,None,None,95.0,6.0428100193215535,0.9390197764486665,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,110,1
2710,ServiceFacility,47.60048,-122.33157,0.3010299956639812,4.566790912381592,ServiceFacility,None,None,92.0,6.186835249822982,1.4462264017781632,77.14,0.0,22.86,119.31,0.0,0.0,0.0,0.0,111,1
2711,ServiceFacility,47.60055,-122.33057,0.3010299956639812,4.474522202738711,Leisure,None,None,,6.204650752835501,1.5649026725292048,66.78,0.0,33.22,100.0,0.0,0.0,0.0,0.0,112,1
2715,ServiceFacility,47.60026,-122.3299,0.3010299956639812,4.526868896995881,ServiceFacility,None,None,70.0,6.03283494781621,0.9304395947667001,100.0,0.0,0.0,81.22,0.0,0.0,0.0,0.0,111,1
2716,ServiceFacility,47.59986,-122.32987,0.3010299956639812,4.638339474410679,ServiceFacility,Store,ServiceFacility,18.0,6.195080567338455,1.0762762554042176,100.0,0.0,0.0,60.75,21.92,17.33,0.0,0.0,110,3
2720,ServiceFacility,47.599,-122.32717,0.3010299956639812,4.351815625616891,ServiceFacility,ServiceFacility,Store,,5.9916734897539925,0.8943160626844384,100.0,0.0,0.0,48.04,48.04,32.03,0.0,0.0,116,3
2721,Leisure,47.5985,-122.32677,0.3010299956639812,4.518763916259958,Leisure,Store,None,49.0,6.686420185286333,2.2422183202476123,37.62,0.0,62.38,70.24,18.67,0.0,0.0,0.0,91,2
2723,ServiceFacility,47.5962,-122.32548,0.3010299956639812,4.423426109713137,ServiceFacility,None,None,91.0,5.994345615186074,1.0856472882968566,90.55,0.0,9.45,116.18,0.0,0.0,0.0,0.0,46,1
2737,ServiceFacility,47.65429,-122.32618,0.3010299956639812,4.602374740744461,ServiceFacility,Store,ServiceFacility,80.0,5.974242737206978,0.8898617212581884,99.55,0.0,0.45,83.0,25.5,15.49,0.0,0.0,78,3
2738,ServiceFacility,47.65373,-122.32721,0.3010299956639812,4.64846735140684,ServiceFacility,ServiceFacility,None,23.0,6.340057688600945,1.2108533653148932,100.0,0.0,0.0,59.05,40.95,0.0,40.95,0.0,9,2
2739,ServiceFacility,47.71705,-122.28577,0.3010299956639812,4.334956116136852,ServiceFacility,None,None,90.0,5.823922963855702,1.3416323357780544,46.97,0.0,53.03,100.0,0.0,0.0,0.0,0.0,62,1
2747,ServiceFacility,47.59819,-122.32599,0.3010299956639812,4.334473856911537,ServiceFacility,Leisure,None,,6.187288741407834,1.5240064455573725,69.46,0.0,30.54,53.7,46.3,0.0,0.0,0.0,23,2
2748,ServiceFacility,47.59769,-122.32537,0.3010299956639812,4.314309722244847,Leisure,Store,Leisure,,5.873586721851901,1.338057875419756,54.86,0.0,45.14,48.79,25.61,25.61,0.0,0.0,107,3
2751,Leisure,47.59983,-122.32598,0.3010299956639812,4.608022987653282,Leisure,None,None,99.0,6.079247063817411,1.734399742520567,18.95,0.0,81.05,100.0,0.0,0.0,0.0,0.0,106,1
2759,ServiceFacility,47.60105,-122.32542,0.3010299956639812,4.497385832537447,ServiceFacility,ServiceFacility,Leisure,,6.158233805751428,1.04296907339318,100.0,0.0,0.0,73.36,22.67,3.97,0.0,0.0,107,3
2761,Store,47.59935,-122.32468,0.3010299956639812,4.390069186301637,Store,ServiceFacility,None,100.0,5.989997374212262,0.888179493918325,9.23,0.0,11.75,54.99,45.01,0.0,0.0,0.0,99,2
2770,ServiceFacility,47.60285,-122.31458,0.3010299956639812,4.412712482745102,Leisure,ServiceFacility,None,,6.012110676372685,1.5515719736742537,42.16,0.0,57.84,51.67,32.55,0.0,0.0,0.0,108,2
2774,ServiceFacility,47.66192,-122.30998,0.3010299956639812,4.315697514449576,Leisure,None,None,,6.081888937740662,1.6405808064896525,38.45,0.0,61.55,100.0,0.0,0.0,0.0,0.0,92,1
2775,Leisure,47.6617,-122.31007,0.3010299956639812,4.344883279369863,Leisure,None,None,82.0,5.80460688242635,0.7363965022766424,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,87,1
2778,Leisure,47.66289,-122.30863,0.3010299956639812,4.439143142151148,Leisure,None,None,82.0,6.202626123751685,1.8257505813480277,25.47,0.0,74.53,100.0,0.0,0.0,0.0,0.0,90,1
2779,Leisure,47.66164,-122.30874,0.3010299956639812,4.373224729594473,Leisure,None,None,55.0,6.219170793370152,1.7375901662857216,44.91,0.0,55.09,100.0,0.0,0.0,0.0,0.0,90,1
2781,Leisure,47.66238,-122.30801,0.3010299956639812,4.524383138517184,Leisure,None,None,78.0,5.999406565625369,0.900913067737669,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40,1
2782,ServiceFacility,47.60153,-122.31986,0.3010299956639812,4.469954492392521,Leisure,ServiceFacility,ServiceFacility,,6.34588732554938,1.9150831016512004,35.71,0.0,64.29,37.53,27.73,22.26,24.13,0.0,11,6
2783,Leisure,47.60133,-122.31088,0.3010299956639812,4.874139581761971,Leisure,None,None,48.0,6.9174265994265385,2.398738376245611,49.72,0.0,50.28,100.0,0.0,0.0,0.0,0.0,29,1
2784,ServiceFacility,47.60133,-122.31088,0.3010299956639812,4.322074505773784,ServiceFacility,Leisure,School,,6.393277324273623,2.0242393060690924,23.32,0.0,76.68,117.19,22.03,7.93,0.0,0.0,103,3
2785,School,47.6032,-122.30596,0.3010299956639812,4.349180358996378,School,None,None,40.0,6.182585183684466,1.749968083509403,36.49,0.0,63.51,100.0,0.0,0.0,0.0,0.0,91,1
2789,School,47.62531,-122.32303,0.3010299956639812,4.503804297090878,School,None,None,,6.392010859301251,1.9876662649262746,30.56,0.0,69.44,81.5,0.0,0.0,0.0,0.0,95,1
2790,ServiceFacility,47.68475,-122.38257,0.3010299956639812,4.468613143629822,Leisure,ServiceFacility,School,,6.212581787498455,1.7577754910119257,40.39,0.0,59.61,62.85,30.41,4.91,0.0,0.0,66,4
2791,ServiceFacility,47.59737,-122.32487,0.3010299956639812,4.69284691927723,ServiceFacility,Leisure,Leisure,,6.674847138417268,1.0098756337121602,27.99,0.0,0.0,48.88,47.94,10.79,0.0,0.0,107,3
2795,Store,47.58217,-122.38479,0.3010299956639812,4.503000338013029,Store,ServiceFacility,None,,7.11861436932296,2.6076801545836767,48.44,0.0,51.56,97.04,2.96,0.0,0.0,0.0,19,2
2798,ServiceFacility,47.627,-122.29153,0.3010299956639812,4.322983806948398,ServiceFacility,ServiceFacility,ServiceFacility,,6.437086329522597,1.8996016591461222,53.03,0.0,46.97,52.39,38.81,34.61,0.0,0.0,28,5
2800,ServiceFacility,47.66272,-122.31798,0.3010299956639812,4.517578542097385,ServiceFacility,Store,ServiceFacility,9.0,6.752219979477293,1.606381365110605,100.0,0.0,0.0,73.76,50.75,48.98,0.0,0.0,17,4
2803,ServiceFacility,47.54761,-122.32759,0.3010299956639812,4.648135486141788,ServiceFacility,None,None,33.0,6.136124667878563,1.4871383754771865,68.06,0.0,31.94,92.76,0.0,0.0,0.0,0.0,56,1
2804,ServiceFacility,47.54494,-122.32543,0.3010299956639812,4.544291338384566,ServiceFacility,ServiceFacility,ServiceFacility,66.0,6.112432807842247,1.448087666692341,69.83,0.0,30.17,56.5,29.23,0.0,0.0,0.0,47,3
2805,Leisure,47.66281,-122.30819,0.3010299956639812,4.4636690681343865,Leisure,None,None,66.0,6.2128530901857335,1.7911992464988753,34.34,0.0,65.66,89.4,0.0,0.0,0.0,0.0,66,1
2815,ServiceFacility,47.58671,-122.30201,0.3010299956639812,4.360839456683622,ServiceFacility,ServiceFacility,None,98.0,5.672714383940463,1.3070679506612983,26.32,0.0,73.68,100.04,0.0,0.0,0.0,0.0,53,2
2829,ServiceFacility,47.54443,-122.32688,0.3010299956639812,4.323066376363904,ServiceFacility,None,None,43.0,5.772387084395859,1.3040594662175993,45.06,0.0,54.94,100.0,0.0,0.0,0.0,0.0,40,1
2830,ServiceFacility,47.54491,-122.32758,0.3010299956639812,4.4476695770227925,ServiceFacility,None,None,52.0,6.120924515358499,1.6776981814745107,38.65,0.0,61.35,107.02,0.0,0.0,0.0,0.0,65,1
2831,ServiceFacility,47.54333,-122.32792,0.3010299956639812,4.408596076462783,ServiceFacility,None,None,82.0,5.740619390226991,1.3316297176299323,34.52,0.0,65.48,100.0,0.0,0.0,0.0,0.0,42,1
2832,ServiceFacility,47.59775,-122.32219,0.3010299956639812,4.521647949497911,ServiceFacility,None,None,14.0,6.212846007069329,1.0927206446840991,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24,1
2833,School,47.60745,-122.32542,0.3010299956639812,4.444060417740776,School,None,None,8.0,6.072407902782267,1.5950550897593039,44.73,0.0,55.27,39.9,0.0,0.0,0.0,0.0,104,1
2835,ServiceFacility,47.60331,-122.33389,0.3010299956639812,5.848913568599851,ServiceFacility,ServiceFacility,ServiceFacility,82.0,7.12289343882963,1.9709044981537838,100.0,0.0,0.0,31.55,11.05,0.73,0.0,0.47712125471966244,16,3
2839,Store,47.54427,-122.38609,0.3010299956639812,4.527720101039994,Store,None,None,22.0,6.93890436572297,2.316662147688631,63.64,0.0,36.36,94.19,0.0,0.0,0.0,0.0,18,1
2841,ServiceFacility,47.65532,-122.37133,0.3010299956639812,4.575199395159225,ServiceFacility,ServiceFacility,ServiceFacility,,6.336810330120827,1.9756615331810585,21.75,0.0,78.25,48.94,43.09,7.98,0.0,0.0,55,3
2851,School,47.70597,-122.36113,0.3010299956639812,4.624581150566767,School,None,None,93.0,6.232820452279801,1.70372115992702,52.27,0.0,47.73,100.0,0.0,0.0,0.0,0.3010299956639812,62,1
2862,ServiceFacility,47.61314,-122.32262,0.3010299956639812,4.527745869076188,ServiceFacility,None,None,,5.8956020836141825,1.314077991779213,72.12,21.17,6.71,100.0,0.0,0.0,0.0,0.0,104,1
2881,ServiceFacility,47.73368,-122.31366,0.3010299956639812,4.674291501825663,ServiceFacility,None,None,,6.776805097208588,1.6304278750250238,100.0,0.0,0.0,100.9,0.0,0.0,0.0,0.0,68,1
