,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses,PrimaryPropertyType_Commercial,PrimaryPropertyType_Education,PrimaryPropertyType_Health,PrimaryPropertyType_Hospitality,PrimaryPropertyType_Other,PrimaryPropertyType_Residential,PrimaryPropertyType_ServiceFacility,LargestPropertyUseType_Commercial,LargestPropertyUseType_Education,LargestPropertyUseType_Health,LargestPropertyUseType_Hospitality,LargestPropertyUseType_Leisure,LargestPropertyUseType_Other,LargestPropertyUseType_Residential,LargestPropertyUseType_ServiceFacility,SecondLargestPropertyUseType_ Commercial,SecondLargestPropertyUseType_Commercial,SecondLargestPropertyUseType_Education,SecondLargestPropertyUseType_Health,SecondLargestPropertyUseType_Hospitality,SecondLargestPropertyUseType_Leisure,SecondLargestPropertyUseType_None,SecondLargestPropertyUseType_Other,SecondLargestPropertyUseType_Residential,SecondLargestPropertyUseType_ServiceFacility,ThirdLargestPropertyUseType_Commercial,ThirdLargestPropertyUseType_Education,ThirdLargestPropertyUseType_Health,ThirdLargestPropertyUseType_Hospitality,ThirdLargestPropertyUseType_Leisure,ThirdLargestPropertyUseType_None,ThirdLargestPropertyUseType_Other,ThirdLargestPropertyUseType_Residential,ThirdLargestPropertyUseType_ServiceFacility
427,47.70449,-122.33272,1.0,3,133298,0,133298,133298.0,0.0,0.0,21.0,15640994.0,295.48,2.22,74.16524806543624,0.0,25.834739147652634,0.0,55,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
428,47.70759,-122.3255,1.0,2,168619,0,168619,173106.0,0.0,0.0,78.0,6455828.5,91.1,0.54,84.52643994492729,0.0,15.473552310133392,789.0,51,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,47.63451,-122.32505,1.0,5,251827,113318,138509,113318.0,84000.0,84000.0,,47102428.0,1156.45,4.59,61.89671156654599,0.0,38.10328418738839,0.0,14,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
430,47.6244,-122.33157,1.0,4,175885,71385,104500,103970.0,71390.0,0.0,91.0,6486377.5,45.22,0.26,99.99999229153714,0.0,0.0,0.0,16,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
431,47.56089,-122.33474,1.0,2,104786,0,104786,104786.0,0.0,0.0,93.0,1028376.875,23.86,0.23,64.83206849628937,0.0,35.16794365878754,0.0,47,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
432,47.55787,-122.335,1.0,1,53040,41600,11440,51427.0,0.0,0.0,,1770027.5,49.9,0.94,54.00859591164544,0.0,45.991375840205876,0.0,16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
433,47.55741,-122.33163,1.0,1,110689,0,110689,110689.0,0.0,0.0,,2339814.25,107.83,0.97,15.228901183074683,0.0,84.77108813231649,0.0,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
434,47.5563,-122.33186,1.0,1,53620,0,53620,53620.0,0.0,0.0,86.0,2058955.25,22.12,0.41,91.8224910424838,0.0,8.177496815435886,789.0,68,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
435,47.55623,-122.33316,1.0,1,50008,0,50008,50008.0,0.0,0.0,62.0,3202213.0,65.3,1.31,70.91461436200528,0.0,29.08535440959112,0.0,78,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,47.6252,-122.36737,1.0,4,291176,100176,191000,194674.0,111198.0,0.0,98.0,6657348.5,49.74,0.17,98.91504102571767,0.0,1.084936442789498,0.0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
437,47.56549,-122.33221,1.0,1,50832,0,50832,43920.0,6912.0,0.0,63.0,2551022.25,107.16,2.11,24.068429822593668,0.0,75.9315995773851,0.0,59,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
438,47.56158,-122.32754,1.0,1,76354,0,76354,76486.0,0.0,0.0,70.0,2843033.5,20.29,0.27,99.64441150623094,0.0,0.3555709069203722,0.0,45,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,47.56558,-122.32889,1.0,1,98480,0,98480,98480.0,0.0,0.0,65.0,2831565.5,39.5,0.4,84.87697000122371,0.0,15.123012340699871,0.0,60,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
440,47.66113,-122.33572,1.0,2,53002,0,53002,31602.0,27427.0,18130.0,75.0,3441643.25,64.0,1.21,74.80528378413422,0.0,25.194708951893833,0.0,112,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
441,47.63465,-122.32592,1.0,3,175918,51218,124700,66737.0,58218.0,30230.0,,22530168.0,640.71,3.64,53.47391106892767,0.0,46.52608449257902,0.0,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
442,47.63108,-122.32746,1.0,3,169785,63782,106003,106003.0,63782.0,0.0,,19155416.0,406.02,2.39,69.16927828662139,0.0,30.830716492922942,0.0,96,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,47.63,-122.3396,1.0,11,124721,0,124721,107594.0,15600.0,12000.0,58.0,13898181.0,365.79,2.93,58.06500865113211,0.0,41.93499134886788,0.0,45,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
444,47.63376,-122.33968,1.0,7,94002,0,94002,93905.0,31348.0,0.0,70.0,5662234.0,39.47,0.42,100.0,0.0,0.0,0.0,46,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,47.55515,-122.3275,1.0,1,93020,0,93020,93020.0,0.0,0.0,60.0,1252323.875,8.73,0.09,100.0000099814435,0.0,0.0,0.0,42,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
446,47.6153,-122.35014,1.0,1,23000,0,23000,20310.0,2689.600098,0.0,,711118.375,25.74,1.12,36.6519849807003,0.0,63.34810290902693,0.0,70,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
447,47.52095,-122.26825,1.0,1,61053,0,61053,54434.0,0.0,0.0,32.0,13133225.0,306.5,5.02,64.5282784693021,0.0,35.4717139164219,0.0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
449,47.59895,-122.33379,1.0,5,78920,0,78920,78564.0,0.0,0.0,88.0,2830674.75,19.73,0.25,99.99997350455047,0.0,0.0,789.0,112,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
450,47.59855,-122.33327,1.0,7,99440,0,99440,65088.0,23857.0,0.0,64.0,6606832.5,134.69,1.35,70.92431963425742,0.0,29.07567279781953,0.0,110,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
451,47.59856,-122.33379,1.0,6,73260,0,73260,63871.0,0.0,0.0,82.0,2853189.5,19.89,0.27,99.99998247575213,0.0,0.0,0.0,109,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,47.59979,-122.3338,1.0,4,69817,0,69817,34647.0,26039.0,0.0,87.0,2178074.5,76.8,1.1,57.16622640777439,35.40214935255888,7.43160989213179,0.0,116,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
453,47.60035,-122.33379,1.0,4,84750,0,84750,41609.0,28734.0,0.0,,2094724.625,26.04,0.31,88.16633833194184,0.0,11.833679570172619,0.0,116,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
454,47.60146,-122.33248,1.0,6,75496,13320,62176,45799.0,9739.0,4689.0,,3570161.75,24.89,0.33,100.00000700248385,0.0,0.0,0.0,116,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
455,47.59962,-122.33247,1.0,4,164380,0,164380,123607.0,20795.0,0.0,79.0,7655751.0,130.31,0.79,80.94194808582463,5.218799729771775,13.83924320422647,0.0,116,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
456,47.59858,-122.33198,1.0,7,160580,0,160580,160580.0,0.0,0.0,98.0,4336187.5,99.59,0.62,69.50993240029403,8.00721616166275,22.482837746292105,0.0,109,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
458,47.59871,-122.3299,1.0,3,67755,0,67755,33647.0,19705.0,11988.0,,1904480.0,13.28,0.2,100.0,0.0,0.0,0.0,110,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
459,47.59334,-122.32905,1.0,3,56700,0,56700,26250.0,18050.0,12400.0,37.0,2371575.0,31.58,0.56,86.24715642558215,0.0,13.752843574417845,0.0,106,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
460,47.59366,-122.32666,1.0,1,82852,0,82852,58472.0,23282.0,0.0,83.0,2153603.5,65.56,0.79,49.129981447374135,0.0,50.870041769527205,0.0,94,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
461,47.57941,-122.33131,1.0,2,76442,0,76442,50500.0,18000.0,7604.0,,3978277.0,132.6,1.73,42.867879737886526,0.0,57.132120262113474,0.0,63,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
462,47.57658,-122.33054,1.0,2,92792,0,92792,85343.0,13435.0,0.0,56.0,3155496.0,74.18,0.8,64.16021443221605,0.0,35.839785567783956,0.0,54,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
463,47.58444,-122.33282,2.0,2,125519,0,125519,142901.0,0.0,0.0,,2244317.0,15.65,0.12,100.0,0.0,0.0,0.0,75,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
464,47.58361,-122.33369,1.0,4,129000,25800,103200,104869.0,0.0,0.0,80.0,4374646.0,30.5,0.24,99.99997714100752,0.0,0.0,0.0,116,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
465,47.58781,-122.33264,1.0,1,78814,0,78814,78814.0,0.0,0.0,69.0,861972.875,16.48,0.21,73.68294506947217,0.0,26.31706943214425,0.0,62,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
466,47.59486,-122.33368,1.0,4,58970,0,58970,39870.0,11600.0,7000.0,,1776411.75,41.18,0.7,64.87093997210951,0.0,35.129074101204296,0.0,112,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
467,47.59403,-122.33367,1.0,6,75600,10800,64800,51040.0,10500.0,6000.0,15.0,2688675.75,18.74,0.25,99.9999721052269,0.0,0.0,0.0,106,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
468,47.59363,-122.33371,1.0,4,56270,0,56270,39884.0,9270.0,4116.0,,1056782.125,7.37,0.13,99.99998817163944,0.0,0.0,0.0,109,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
469,47.59701,-122.33378,1.0,4,66842,0,66842,43122.0,10514.0,0.0,31.0,5608600.5,138.35,2.07,61.64710786585709,0.0,38.35288321926299,0.0,112,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,47.59639,-122.33368,1.0,6,75288,10800,64488,65508.0,10918.0,0.0,81.0,2891605.0,20.18,0.27,99.98699684085483,0.0,0.013003159145180616,0.0,107,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
471,47.59806,-122.33475,1.0,7,184322,0,184322,183916.0,406.0,0.0,81.0,9722890.0,67.78,0.37,99.99998971499214,0.0,0.0,0.0,112,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,47.59767,-122.33467,1.0,7,287853,0,287853,273812.0,12102.0,0.0,43.0,25567108.0,182.14,0.63,99.66939553742253,0.0,0.33059664002670935,0.0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
473,47.59202,-122.33486,1.0,2,64512,0,64512,63000.0,0.0,0.0,53.0,5968153.5,180.76,2.8,49.46486379748779,0.0,50.53514458031282,0.0,102,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
474,47.58924,-122.33566,1.0,6,286000,111774,174226,111774.0,108747.0,49271.0,,63835192.0,445.62,1.56,99.97954733182286,0.0,0.020447968575076896,0.0,7,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475,47.58365,-122.33467,1.0,7,144050,0,144050,144050.0,0.0,0.0,26.0,3929371.0,98.43,0.68,60.819530657705776,0.0,39.18046934229423,0.0,90,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,47.58252,-122.33465,1.0,3,60592,0,60592,60384.0,0.0,0.0,16.0,5049446.5,47.25,0.78,94.83047300332818,0.0,5.169517094596408,0.0,86,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
477,47.58181,-122.33534,1.0,6,1380959,0,1380959,1000730.0,281296.0,220303.0,79.0,74130576.0,810.7,0.59,91.40701402347123,0.0,8.592972486818393,0.0,104,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,47.57842,-122.33558,1.0,1,107930,0,107930,107704.0,0.0,0.0,57.0,7221482.5,100.42,0.93,84.96999058018903,0.0,15.029988648452724,0.0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
479,47.57096,-122.3355,1.0,1,99084,0,99084,99084.0,0.0,0.0,83.0,1618110.375,49.25,0.5,49.136821089846855,0.0,50.86315573497265,0.0,90,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
480,47.56676,-122.35247,1.0,1,72719,0,72719,72719.0,0.0,0.0,28.0,2581741.75,42.74,0.59,79.2269404947261,0.0,20.773069188659168,0.0,63,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
481,47.59534849,-122.327269,1.0,4,76624,0,76624,76624.0,0.0,0.0,91.0,2773647.5,33.41,0.44,89.00002613886588,0.0,10.999955834330065,0.0,86,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
482,47.66158,-122.31625,1.0,6,91706,36583,55123,53281.0,34701.0,3724.0,2.0,8570571.0,59.75,0.65,99.99998833216597,0.0,0.0,0.0,15,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,47.62395,-122.33392,1.0,5,129093,39902,89191,89131.0,37652.0,5615.0,6.0,19248732.0,477.85,3.7,61.304422545859126,0.0,38.69557225899348,0.0,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
484,47.56787,-122.36419,1.0,5,138106,16221,121885,119083.0,16221.0,0.0,41.0,8381834.5,58.43,0.42,99.99998210415632,0.0,0.0,0.0,25,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
485,47.56664,-122.32346,1.0,1,56572,0,56572,56576.0,0.0,0.0,66.0,2409429.0,67.29,1.19,54.58077411702109,0.0,45.419225882978914,0.0,43,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
487,47.60979,-122.32298,1.0,4,225982,0,225982,200184.0,0.0,0.0,53.0,20560622.0,692.12,3.06,61.98721517277055,38.01277509989727,0.0,0.0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,47.61783,-122.33729,1.0,4,516407,0,516407,385196.0,340236.0,67627.0,31.0,39403320.0,734.72,1.42,74.69625148337754,0.0,25.303735827336375,0.0,10,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
