,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses,PrimaryPropertyType_Commercial,PrimaryPropertyType_Education,PrimaryPropertyType_Health,PrimaryPropertyType_Hospitality,PrimaryPropertyType_Other,PrimaryPropertyType_Residential,PrimaryPropertyType_ServiceFacility,LargestPropertyUseType_Commercial,LargestPropertyUseType_Education,LargestPropertyUseType_Health,LargestPropertyUseType_Hospitality,LargestPropertyUseType_Leisure,LargestPropertyUseType_Other,LargestPropertyUseType_Residential,LargestPropertyUseType_ServiceFacility,SecondLargestPropertyUseType_ Commercial,SecondLargestPropertyUseType_Commercial,SecondLargestPropertyUseType_Education,SecondLargestPropertyUseType_Health,SecondLargestPropertyUseType_Hospitality,SecondLargestPropertyUseType_Leisure,SecondLargestPropertyUseType_None,SecondLargestPropertyUseType_Other,SecondLargestPropertyUseType_Residential,SecondLargestPropertyUseType_ServiceFacility,ThirdLargestPropertyUseType_Commercial,ThirdLargestPropertyUseType_Education,ThirdLargestPropertyUseType_Health,ThirdLargestPropertyUseType_Hospitality,ThirdLargestPropertyUseType_Leisure,ThirdLargestPropertyUseType_None,ThirdLargestPropertyUseType_Other,ThirdLargestPropertyUseType_Residential,ThirdLargestPropertyUseType_ServiceFacility
828,47.61768,-122.34139,1.0,1,23752,0,23752,14317.0,9435.0,0.0,,1067153.75,30.33,1.28,53.51225163196962,0.0,46.48777179483275,0.0,51,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
829,47.61822,-122.34132,1.0,4,44416,0,44416,52668.0,0.0,0.0,61.0,2669564.25,72.78,1.64,56.02198935650266,0.0,43.9780012786731,0.0,49,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
830,47.61634,-122.35385,1.0,2,33792,22867,10925,8969.0,8540.0,1600.0,,2547848.0,30.6,0.91,89.08239424015876,0.0,10.917605759841246,0.0,10,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
847,47.66476,-122.35248,1.0,2,45991,0,45991,45991.0,0.0,0.0,77.0,1145535.75,36.43,0.79,46.181797469000855,0.0,53.81822435484881,0.0,88,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
858,47.66282,-122.305,1.0,3,21499,0,21499,21499.0,0.0,0.0,85.0,605130.6875,4.22,0.2,99.99988638817793,0.0,0.0,0.0,95,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
859,47.66461,-122.30142,1.0,2,20384,0,20384,25021.0,0.0,0.0,16.0,1791071.375,13.91,0.68,98.27179556146946,0.0,1.728239333845643,0.0,27,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
861,47.66246,-122.29898,1.0,2,39265,0,39265,31905.0,4388.0,2679.0,,5238803.0,47.12,1.2,95.61537244290346,0.0,4.384608468766625,0.0,60,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
862,47.66246,-122.29898,1.0,2,54284,0,54284,52784.0,1900.0,0.0,18.0,6778694.0,63.61,1.17,94.77046758564408,0.0,5.229517662251755,0.0,60,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
863,47.66246,-122.29898,1.0,1,23409,0,23409,21909.0,1500.0,0.0,67.0,2545405.0,28.41,1.21,90.91543388969535,0.0,9.084566110304646,0.0,60,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
864,47.66246,-122.29898,1.0,1,63153,0,63153,59396.0,2757.0,1000.0,,4644178.0,47.66,0.75,92.867219990276,0.0,7.132758477388249,0.0,19,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
867,47.66355,-122.30123,2.0,2,24100,0,24100,30910.0,0.0,0.0,91.0,1587454.75,46.57,1.93,51.52820891430133,0.0,48.471806834179056,0.0,55,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
868,47.61521,-122.33747,1.0,3,33600,0,33600,19200.0,14400.0,0.0,,4475650.0,101.99,3.04,65.71816384212349,0.0,34.28183615787651,0.0,93,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
873,47.61362,-122.33959,1.0,4,32356,0,32356,25876.0,6480.0,0.0,81.0,1857154.75,74.92,2.32,52.47403319513357,47.52596343950336,0.0,0.0,89,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
874,47.61798,-122.33974,1.0,7,61180,12960,48220,61180.0,0.0,0.0,24.0,3993913.25,126.3,2.06,46.56758631399918,0.0,53.432407426475784,0.0,56,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
875,47.61524,-122.33519,1.0,5,43506,11250,32256,32569.0,0.0,0.0,51.0,3460275.5,99.15,2.28,53.00439228032565,0.0,46.995593269957844,0.0,38,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
882,47.67572,-122.3285,1.0,2,23931,0,23931,23931.0,0.0,0.0,88.0,496477.3125,18.66,0.78,33.65209160489081,0.0,66.34784545164891,0.0,106,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
883,47.67491,-122.33316,1.0,2,21393,0,21393,21393.0,0.0,0.0,57.0,845961.375,32.64,1.53,31.48595288998862,0.0,68.51400278174638,0.0,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
887,47.57256,-122.29265,1.0,2,47560,0,47560,23146.0,15724.0,8255.0,80.0,1132489.625,33.23,0.7,51.505637413676084,0.0,48.494395699210045,0.0,26,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
888,47.60897,-122.32507,1.0,6,62334,0,62334,35696.0,15661.0,10877.0,100.0,1076733.25,34.98,0.56,44.68776273046272,0.0,55.31221405115892,0.0,10,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
890,47.66159,-122.30441,1.0,3,20960,0,20960,20960.0,0.0,0.0,,1500309.75,64.51,3.08,21.915474454525143,0.0,78.08454220870057,0.0,86,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
894,47.61679,-122.33619,1.0,3,28800,0,28800,28800.0,0.0,0.0,,717056.375,8.45,0.29,89.58096216632897,0.0,10.418985536527723,0.0,106,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
895,47.61718,-122.33654,1.0,2,21600,0,21600,21600.0,0.0,0.0,72.0,1261536.75,38.87,1.8,48.331846059974076,0.0,51.66817375712598,0.0,59,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
896,47.61687,-122.33533,1.0,3,22860,0,22860,22860.0,0.0,0.0,43.0,931148.625,6.49,0.28,99.99993287859927,0.0,0.0,0.0,21,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
900,47.66516,-122.2738,1.0,1,26366,0,26366,26386.0,0.0,0.0,88.0,888031.875,32.22,1.22,36.462880344244404,0.0,63.53713373182691,0.0,44,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904,47.54362,-122.2667,1.0,2,21732,0,21732,21732.0,0.0,0.0,2.0,860364.1875,23.59,1.09,55.69257844080126,0.0,44.30739976610196,0.0,51,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,47.66835,-122.38886,1.0,1,21060,0,21060,10495.0,10240.0,1890.0,,350264.5938,6.69,0.32,73.70941984145244,0.0,26.290696128019555,0.0,71,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
912,47.6684,-122.38788,1.0,4,20539,0,20539,7387.0,5264.0,3700.0,,1678458.75,37.31,1.82,66.93205894991462,0.0,33.06795594470224,0.0,56,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
921,47.66033,-122.31348,1.0,3,32960,0,32960,32960.0,0.0,0.0,71.0,813641.0,5.67,0.17,100.0,0.0,0.0,0.0,116,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
922,47.66097,-122.3139,1.0,3,29636,0,29636,25096.0,4540.0,0.0,,688641.8125,4.8,0.16,100.00002722750733,0.0,0.0,0.0,95,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
923,47.66023,-122.31581,1.0,3,20571,0,20571,20571.0,0.0,0.0,72.0,716279.6875,4.99,0.24,99.99990401793993,0.0,0.0,0.0,86,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
932,47.65926,-122.31241,1.0,2,47992,0,47992,37800.0,10206.0,0.0,17.0,3040195.5,118.37,2.47,30.722629515108483,0.0,69.27738693120229,0.0,90,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
934,47.65711,-122.31409,1.0,3,28572,0,28572,22000.0,7000.0,0.0,16.0,2717863.25,89.57,3.13,43.6804537535139,0.0,56.31953704808363,0.0,23,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
952,47.60817,-122.32654,1.0,15,115775,31535,84240,150000.0,25000.0,0.0,94.0,2882489.75,20.09,0.17,99.99997398082682,0.0,0.0,0.0,34,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
953,47.68752,-122.29852,1.0,2,31386,0,31386,30000.0,0.0,0.0,52.0,1128179.125,27.14,0.86,62.97563784474385,0.0,37.02435107545533,0.0,16,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
954,47.687,-122.30013,5.0,3,21500,0,21500,96154.0,0.0,0.0,44.0,6689184.0,202.65,9.43,49.44836320842722,0.0,50.55162184206624,0.0,27,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
963,47.64834,-122.33188,1.0,2,84116,26497,57619,55000.0,0.0,0.0,68.0,2641681.75,20.08,0.24,98.6367491087827,0.0,1.3632225002122227,0.0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
964,47.61345,-122.34068,1.0,9,104000,0,104000,96000.0,8000.0,0.0,8.0,8690648.0,355.8,3.42,47.86549863715571,41.17700141577475,10.957491317103168,0.0,91,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
966,47.57188,-122.29531,1.0,3,78374,0,78374,58665.0,0.0,0.0,98.0,3321035.75,23.15,0.3,99.99997741668393,0.0,0.0,0.0,35,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
968,47.65742,-122.36736,1.0,2,38784,0,38784,16826.0,16826.0,0.0,,1841154.25,26.11,0.67,84.37174669096845,0.0,15.628239730592917,0.0,9,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
972,47.57383,-122.33046,1.0,2,41790,0,41790,21790.0,20000.0,0.0,,2177075.0,33.37,0.8,81.8869354523845,0.0,18.113064547615494,0.0,47,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
973,47.60542,-122.3364,1.0,5,39960,0,39960,37120.0,2840.0,0.0,77.0,2178690.5,49.98,1.25,65.38891136671316,0.0,34.611065683721485,0.0,116,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
974,47.60528,-122.33627,1.0,5,33300,0,33300,24000.0,6000.0,0.0,,90558.70313,0.63,0.02,100.0003278205073,0.0,0.0,0.0,116,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
975,47.60721,-122.33451,1.0,11,36240,0,36240,36240.0,0.0,0.0,98.0,2147968.25,120.91,3.34,21.24565854267166,53.916916602468405,24.837424854859936,0.0,90,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
976,47.60781,-122.33186,1.0,3,39320,6960,32360,39320.0,0.0,0.0,,3042875.5,145.48,3.7,31.475523727474226,38.29718797236364,30.227296516075008,0.0,94,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
978,47.60547,-122.33118,1.0,5,41536,0,41536,41536.0,0.0,0.0,,2735166.0,19.07,0.46,100.0,0.0,0.0,0.0,108,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
980,47.60223,-122.32889,1.0,6,35820,0,35820,35820.0,0.0,0.0,94.0,3321603.0,130.58,3.65,29.905711188242545,0.0,70.09428881175745,0.0,107,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
982,47.56542,-122.38502,1.0,2,33462,0,33462,57896.0,0.0,0.0,76.0,3987215.5,185.23,5.54,14.419586801867117,0.0,85.58042573821254,0.0,94,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
983,47.56504,-122.38455,1.0,3,49744,0,49744,49744.0,0.0,0.0,98.0,2096835.5,89.29,1.79,22.812900678188633,0.0,77.18707547635472,0.0,51,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
984,47.56342,-122.38509,1.0,2,37816,0,37816,19407.0,18701.0,0.0,60.0,1411305.5,43.45,1.15,48.37946142773482,0.0,51.62050314407476,0.0,93,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
985,47.5622,-122.38648,1.0,2,23315,0,23315,7758.0,6919.0,1976.0,,1354000.625,35.04,1.5,59.012454296319106,0.0,40.987499544174874,0.0,90,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
986,47.56147,-122.38638,1.0,2,20700,0,20700,6900.0,6900.0,4323.0,,4265815.0,188.67,9.11,19.25097548768524,0.0,80.74902451231476,0.0,86,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
989,47.56263,-122.38196,1.0,1,41521,13124,28397,26241.0,13124.0,2574.0,,3343550.0,100.21,2.41,50.14807614661064,0.0,49.851923853389366,0.0,68,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
990,47.56197,-122.38109,1.0,2,25762,0,25762,25762.0,0.0,0.0,100.0,1906384.875,13.29,0.52,100.00000655691312,0.0,0.0,0.0,70,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
992,47.56245,-122.37805,1.0,1,33334,0,33334,50000.0,0.0,0.0,,6118300.5,210.3,6.31,40.611048770814705,0.0,59.38894305698127,0.0,32,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
993,47.56175,-122.37835,1.0,3,43387,0,43387,45000.0,0.0,0.0,60.0,2686765.0,34.15,0.79,87.56232867407459,0.0,12.437671325925416,0.0,35,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1000,47.72178,-122.29498,1.0,1,39350,0,39350,19271.0,19249.0,2663.0,,267135.0938,1.86,0.05,99.99996488668013,0.0,0.0,0.0,37,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1002,47.72032,-122.29507,1.0,1,22405,0,22405,11000.0,7500.0,0.0,,3498214.75,134.57,6.01,31.73272881546223,0.0,68.26727833104013,0.0,67,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1007,47.72606,-122.28747,1.0,1,32590,0,32590,32590.0,0.0,0.0,,1361794.25,43.13,1.32,46.46237858619244,0.0,53.53760305567453,0.0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1010,47.552,-122.32262,1.0,1,37500,0,37500,61419.0,0.0,0.0,36.0,1811506.375,13.16,0.35,99.35918663272713,0.0,0.6407926662692534,0.0,31,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
